aliases,avg_confidence,confidence_values,evidence_texts,fusion_status,id,label,mention_count,name,needs_review,normalized_name,rationales,source_cases,source_entity_ids,source_span_ids,vote_summaries
"['施工方未重视贴坡砼及锚索张拉施工', '不重视贴坡砼及锚索张拉施工', '施工方未高度重视贴坡砼及锚索张拉施工']",0.0,[],"['贴坡砼及锚索张拉施工一直未引起施工方高度重视', '一级边坡贴坡砼及锚索张拉施工一直未引起施工方高度重视']",canonical,SafetyCapabilityDefect:canonical:588cc5da4f263936e16d369fea6226bf,SafetyCapabilityDefect,3,施工方未重视贴坡砼及锚索张拉施工,False,施工方未重视贴坡砼及锚索张拉施工,"['原文明确指出施工方未重视贴坡砼及锚索张拉施工，表明其对相关安全知识和要求的理解不足。', '原文明确指出施工方长期未重视贴坡砼及锚索张拉施工，属于不良安全习惯导致的行为倾向。', '原文明确指出施工方未高度重视关键支护施工，表明存在习惯性忽视安全要求的倾向。']",['HCA-5d3f5db3d4'],"['SafetyCapabilityDefect:588cc5da4f263936e16d369fea6226bf', 'SafetyCapabilityDefect:109225c9e9ecfa5a4d5d16cfdb01970d', 'SafetyCapabilityDefect:ff40d65c1f981f22e46a5d3f3c6e697c']",[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['施工方未重视安全规程'],,[],['一级边坡贴坡砼及锚索张拉施工一直未引起施工方高度重视'],canonical,SafetyCapabilityDefect:canonical:8463254835b370280868d2742e73fdea,SafetyCapabilityDefect,,施工方未重视安全规程,False,施工方未重视安全规程,['原文明确指出施工方未高度重视贴坡砼及锚索张拉施工，表明其对安全规程和施工要求的认知不足。'],['HCA-5d3f5db3d4'],['SafetyCapabilityDefect:8463254835b370280868d2742e73fdea'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['施工方安全意识薄弱'],,[],['一级边坡贴坡砼及锚索张拉施工一直未引起施工方高度重视'],canonical,SafetyCapabilityDefect:canonical:c69ec4b994e697c68d52b9acda243447,SafetyCapabilityDefect,,施工方安全意识薄弱,False,施工方安全意识薄弱,['原文明确指出施工方未高度重视关键支护施工，体现安全意识薄弱对风险的忽视。'],['HCA-5d3f5db3d4'],['SafetyCapabilityDefect:c69ec4b994e697c68d52b9acda243447'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['专项施工方案未落实', '专项方案未落实']",0.0,[],"['贴坡砼及锚索张拉施工一直未引起施工方高度重视，至边坡出现失稳滑移情况后才展开施工。', '事故单位在进行库房清理工作时未对临时用工人员进行相关安全教育和技术交底，未协调安排专业起重人员进行库房起重设备操作']",canonical,SafetyManagementDefect:canonical:48816bb4c00098b9582fbc31ee5e2e7b,SafetyManagementDefect,2,专项施工方案未落实,False,专项施工方案未落实,"['原文明确指出贴坡砼及锚索张拉施工未及时落实，属于专项施工方案未落实的管理缺陷。', '事故单位未落实专项方案中的安全教育、技术交底及专业人员安排，导致事故发生。']","['HCA-5d3f5db3d4', 'HCA-e8e56dffc7']","['SafetyManagementDefect:48816bb4c00098b9582fbc31ee5e2e7b', 'SafetyManagementDefect:379f96c2fa880e264f32359e5bfd0694']",[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['方案未落实'],,[],['贴坡砼及锚索张拉施工一直未引起施工方高度重视，贴坡砼迟迟未施工，由于贴坡砼滞后，锚索张拉无法施工。'],canonical,SafetyManagementDefect:canonical:35f78180ba412d31c2e4f5416a2353b2,SafetyManagementDefect,,方案未落实,False,方案未落实,['原文明确指出贴坡砼及锚索张拉施工未及时落实，直接影响边坡稳定性，属于方案未落实的管理缺陷。'],['HCA-5d3f5db3d4'],['SafetyManagementDefect:35f78180ba412d31c2e4f5416a2353b2'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['监理或管理人员履职不足'],,[],['作为工程的建设方，应注意并督促监理对施工方案及现场实际施工情况进行检查。'],canonical,SafetyManagementDefect:canonical:ebf3fe21ed8f81fd128959752801d233,SafetyManagementDefect,,监理或管理人员履职不足,False,监理或管理人员履职不足,['原文明确指出建设方需督促监理检查施工方案及现场情况，表明监督检查存在不足。'],['HCA-5d3f5db3d4'],['SafetyManagementDefect:ebf3fe21ed8f81fd128959752801d233'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['施工方未高度重视边坡贴坡砼及锚索张拉施工'],,[],['一级边坡贴坡砼及锚索张拉施工一直未引起施工方高度重视'],canonical,SafetyManagementDefect:canonical:5b616cb8c997d6d23b699a903dc6a3db,SafetyManagementDefect,,施工方未高度重视边坡贴坡砼及锚索张拉施工,False,施工方未高度重视边坡贴坡砼及锚索张拉施工,['原文明确指出施工方未高度重视关键支护施工，导致安全责任未落实到位。'],['HCA-5d3f5db3d4'],['SafetyManagementDefect:5b616cb8c997d6d23b699a903dc6a3db'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['边坡失稳滑移'],,[],['边坡出现失稳滑移现象'],canonical,AccidentProcess:canonical:ac2f3846aab57db2d242ceeb86335e1e,AccidentProcess,,边坡失稳滑移,False,边坡失稳滑移,['原文明确描述边坡失稳滑移是事件的核心事故过程，符合从危险状态到后果的演化定义。'],['HCA-5d3f5db3d4'],['AccidentProcess:ac2f3846aab57db2d242ceeb86335e1e'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['喷锚支护及时跟进'],,[],['喷锚支护及时跟进，特别是贴坡砼、锚索张拉等强支护手段必须及时跟进。'],canonical,PreventiveMeasure:canonical:4a2bf1078505a5c35ea844aa632fa812,PreventiveMeasure,,喷锚支护及时跟进,False,喷锚支护及时跟进,['原文明确提出喷锚支护和强支护手段的及时跟进是预防边坡失稳的重要措施。'],['HCA-5d3f5db3d4'],['PreventiveMeasure:4a2bf1078505a5c35ea844aa632fa812'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['进厂公路突然坍塌，车辆人员坠河失踪', '进厂公路突然坍塌,车辆人员坠河失踪']",,[],[],canonical,AccidentCase:canonical:533e3ce272bfa6957a0094070c47d6d4,AccidentCase,,进厂公路突然坍塌，车辆人员坠河失踪,False,"进厂公路突然坍塌,车辆人员坠河失踪",[],['HCA-c9c030dd54'],['AccidentCase:HCA-c9c030dd54'],[],[]
['右岸进厂公路坍塌'],,[],['右岸进厂公路约有48m完全坍塌，车辆不能通过'],canonical,EngineeringObject:canonical:c5233bd91174e50063b4d12023edfde8,EngineeringObject,,右岸进厂公路坍塌,False,右岸进厂公路坍塌,['事故中坍塌的右岸进厂公路是导致车辆及人员坠河的直接工程对象。'],['HCA-c9c030dd54'],['EngineeringObject:c5233bd91174e50063b4d12023edfde8'],['案例011_事故经过'],[]
"['防护墙基础失稳倾倒', '防护墙基础失稳']",0.0,[],"['严重淘刷防护墙基础，致使防护墙基础凌空失稳倾倒，道路坍塌', '防护墙基础凌空失稳倾倒，道路坍塌']",canonical,UnsafeObjectState:canonical:f4c6de44f21e7c94ea3484dfd776d462,UnsafeObjectState,2,防护墙基础失稳倾倒,False,防护墙基础失稳倾倒,"['防护墙基础失稳倾倒是导致右岸进厂公路坍塌的直接原因。', '原文明确描述防护墙基础失稳导致道路坍塌，属于物的不安全状态直接促成事故发生。']",['HCA-c9c030dd54'],"['UnsafeObjectState:f4c6de44f21e7c94ea3484dfd776d462', 'UnsafeObjectState:4dacfbf9e9693a62ac46a76fd3758b95']",['案例011_事故原因'],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['大流量泄水'],,[],['只能通过泄洪排沙底孔单独大流量泄水，下游河床无水垫保护'],canonical,ConstructionActivity:canonical:93646002e626f9bee0a3efe254f02bfc,ConstructionActivity,,大流量泄水,False,大流量泄水,['紧急情况下通过泄洪排沙底孔进行的大流量泄水活动导致下游河床无水垫保护，进一步引发防护墙基础失稳。'],['HCA-c9c030dd54'],['ConstructionActivity:93646002e626f9bee0a3efe254f02bfc'],['案例011_事故原因'],[]
['车辆及人员坠河'],,[],['车辆及人员随坍塌路面坠河'],canonical,Consequence:canonical:1e79c69a3f34e20e94e3f7dfaf5a67df,Consequence,,车辆及人员坠河,False,车辆及人员坠河,['事故的直接后果是车辆及人员随坍塌路面坠入黄河，造成人员失踪。'],['HCA-c9c030dd54'],['Consequence:1e79c69a3f34e20e94e3f7dfaf5a67df'],['案例011_事故原因'],[]
"['库区移民搬迁问题', '库区移民搬迁']",,[],['由于库区移民搬迁等问题，库区群众要求降低库水位'],canonical,EnvironmentCondition:canonical:8479a3c5dbdcba466d027b96d2cec9e5,EnvironmentCondition,,库区移民搬迁,False,库区移民搬迁,['库区移民搬迁问题导致库区群众要求降低库水位，间接促成紧急泄洪活动。'],['HCA-c9c030dd54'],['EnvironmentCondition:f19de69298c791653d762aaeb35057fb'],['案例011_事故原因'],[]
"['安全隐患排查', '安全隐患清查']",0.0,[],"['开展全面的安全隐患排查，重点对混凝土面板堆石坝、枢纽区两岸边坡等部位进行排查', '施工单位E对所有排架作业项目停工整改，对排架作业项目进行一次大得安全隐患清查']",canonical,PreventiveMeasure:canonical:ea31a3c124ed7cd31e256da9d357129b,PreventiveMeasure,2,安全隐患排查,False,安全隐患排查,"['全面开展安全隐患排查是防止类似事故发生的重要措施。', '施工单位对所有排架作业项目停工整改，并进行安全隐患清查以防止类似事故发生。']","['HCA-c9c030dd54', 'HCA-0a9c251895']","['PreventiveMeasure:ea31a3c124ed7cd31e256da9d357129b', 'PreventiveMeasure:120a664eebf3a76e29b9c81a556494a6']","['案例011_事故防范措施', '案例06']",[]
['监测系统监测'],,[],['某电站两岸边坡、大坝和厂房监测系统监测'],canonical,PreventiveMeasure:canonical:6df4b8bdfe199c3c8dbae1b4aedb8996,PreventiveMeasure,,监测系统监测,False,监测系统监测,['加强对两岸边坡、大坝和厂房的监测系统监测是防范事故的重要手段。'],['HCA-c9c030dd54'],['PreventiveMeasure:6df4b8bdfe199c3c8dbae1b4aedb8996'],['案例011_事故防范措施'],[]
['封路措施'],,[],['能见度低、视线不清时应采取封路措施，禁止车辆通行'],canonical,PreventiveMeasure:canonical:31823aaedcc064abfe28daea4bbfc8cb,PreventiveMeasure,,封路措施,False,封路措施,['在能见度低、视线不清的情况下采取封路措施可以避免车辆进入危险区域。'],['HCA-c9c030dd54'],['PreventiveMeasure:31823aaedcc064abfe28daea4bbfc8cb'],['案例011_事故防范措施'],[]
['重大危险源未监控'],,[],['右岸形成巨大回流，严重淘刷防护墙基础，致使防护墙基础凌空失稳倾倒，道路坍塌'],canonical,SafetyManagementDefect:canonical:a74f578a1d246762bf7b8472c095ff96,SafetyManagementDefect,,重大危险源未监控,False,重大危险源未监控,['事故原因中明确提到防护墙基础因回流淘刷失稳，表明对重大危险源的监控存在缺失。'],['HCA-c9c030dd54'],['SafetyManagementDefect:a74f578a1d246762bf7b8472c095ff96'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['项目部安全责任未落实', '项目部和班组安全责任未落实']",0.0,[],"['右岸形成巨大回流，严重淘刷防护墙基础，致使防护墙基础凌空失稳倾倒，道路坍塌', '在安装过程中，对安装就位尚未固定的部件、构件应设令人监护，并有防护措施']",canonical,SafetyManagementDefect:canonical:01ee80b4b12f4c2a5027900a156105c1,SafetyManagementDefect,2,项目部安全责任未落实,True,项目部安全责任未落实,"['事故原因中提到防护墙基础失稳与管理未能有效防范隐患有关，表明安全责任未落实。', '原文改进措施明确指出未落实监护和防护措施，表明安全责任未有效落实。']","['HCA-c9c030dd54', 'HCA-21ddb06348']","['SafetyManagementDefect:01ee80b4b12f4c2a5027900a156105c1', 'SafetyManagementDefect:2f8a45a38e0246481ab779f60e0c9336']",[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['防护墙基础失稳导致道路坍塌'],,[],['防护墙基础凌空失稳倾倒，道路坍塌'],canonical,AccidentProcess:canonical:0bcfe66d11ffb077023b5c015f514dcb,AccidentProcess,,防护墙基础失稳导致道路坍塌,False,防护墙基础失稳导致道路坍塌,['原文明确描述防护墙基础失稳直接导致道路坍塌，符合事故演化过程节点定义。'],['HCA-c9c030dd54'],['AccidentProcess:0bcfe66d11ffb077023b5c015f514dcb'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['洞室施工坍塌导致人员伤亡事故', '洞室施工坍塌导致人员伤亡']",,[],[],canonical,AccidentCase:canonical:18bdd76612eaf30d2ebc60c0366745a9,AccidentCase,,洞室施工坍塌导致人员伤亡事故,False,洞室施工坍塌导致人员伤亡事故,[],['HCA-bc89893adf'],['AccidentCase:HCA-bc89893adf'],[],[]
['岩石坍塌'],,[],['已喷护封闭的桩号0+246掌子面突然发生岩石坍塌'],canonical,AccidentType:canonical:7651170cd7fd31a3098d2e09de5a2eb5,AccidentType,,岩石坍塌,False,岩石坍塌,['岩石坍塌是事故的直接类型，导致作业平台被砸垮并造成人员伤亡。'],['HCA-bc89893adf'],['AccidentType:7651170cd7fd31a3098d2e09de5a2eb5'],['案例012_事故经过'],[]
"['围岩稳定性差', '围岩不稳定']",0.0,[],"['施工地段围岩由中厚层砂岩夹薄层泥质粉砂岩组成，岩层面及垂直于层面裂隙发育，相互切割岩体呈次块状或碎裂状，洞身围岩稳定性较差', '放空洞无压段地区属F17和F15断层破碎带，地质条件极差，围岩不稳定。']",canonical,EnvironmentCondition:canonical:4582b022c5ae8c865ae09bde33fa326b,EnvironmentCondition,2,围岩稳定性差,False,围岩稳定性差,"['围岩稳定性差是事故发生的环境条件之一，直接影响岩石坍塌的可能性。', '围岩不稳定是事故发生的直接原因，导致洞顶坍塌。']","['HCA-bc89893adf', 'HCA-2c629a3f20']","['EnvironmentCondition:4582b022c5ae8c865ae09bde33fa326b', 'EnvironmentCondition:70ad66bac49da4deaf949b6b660578ae']","['案例012_事故原因_直接原因', '原因1']",[]
['施工爆破扰动'],,[],['开挖掌子面受垂直于岩层层面的裂隙切割，形成松动岩块，在卸荷松驰及施工爆破等扰动的影响下失去稳定'],canonical,ConstructionActivity:canonical:e12bf987a96b9387d445fb8f3823a57e,ConstructionActivity,,施工爆破扰动,True,施工爆破扰动,['施工爆破扰动是事故发生的诱因之一，导致岩石失去稳定并坍塌。'],['HCA-bc89893adf'],['ConstructionActivity:e12bf987a96b9387d445fb8f3823a57e'],['案例012_事故原因_直接原因'],[]
['钢管脚手架施工作业平台'],,[],['一块约3.5m1.8m0.35m不规则的片石坠落将施工现场搭设的钢管脚手架施工作业平台砸垮'],canonical,EngineeringObject:canonical:7b9662cbf862fc66bfebf9031d59e4c2,EngineeringObject,,钢管脚手架施工作业平台,False,钢管脚手架施工作业平台,['钢管脚手架施工作业平台是事故中被岩石坍塌砸垮的工程对象，直接导致人员伤亡。'],['HCA-bc89893adf'],['EngineeringObject:7b9662cbf862fc66bfebf9031d59e4c2'],['案例012_事故经过'],[]
['抢工期、抢进度'],,[],['因相关单位在试验、设计等过程的推迟，导致有抢工期、抢进度现象'],canonical,SafetyCultureDefect:canonical:892156fda4761d8e27b2f0094ef4bf51,SafetyCultureDefect,,抢工期、抢进度,False,抢工期、抢进度,['抢工期、抢进度是事故的间接原因之一，可能导致安全管理和施工质量的不足。'],['HCA-bc89893adf'],['SafetyCultureDefect:892156fda4761d8e27b2f0094ef4bf51'],['案例012_事故原因_间接原因'],[]
['洞内交通管制难以实施'],,[],['洞内交通管制又难以实施'],canonical,SafetyManagementDefect:canonical:3dee00734d8d85edf5df08935f9e0457,SafetyManagementDefect,,洞内交通管制难以实施,False,洞内交通管制难以实施,['洞内交通管制难以实施是事故的间接原因之一，增加了施工现场的安全风险。'],['HCA-bc89893adf'],['SafetyManagementDefect:3dee00734d8d85edf5df08935f9e0457'],['案例012_事故原因_间接原因'],[]
['未落实防范措施'],,[],['施工单位对洞挖改造施工过程掌子面岩层卸荷危险性预见不足，从而未落实好相应的防范措施'],canonical,PreventiveMeasure:canonical:427b0e31d2a0bba54a79554286661e15,PreventiveMeasure,,未落实防范措施,False,未落实防范措施,['施工单位未落实掌子面岩层卸荷危险性的防范措施，导致事故发生。'],['HCA-bc89893adf'],['PreventiveMeasure:427b0e31d2a0bba54a79554286661e15'],['案例012_事故原因_间接原因'],[]
['交叉作业干扰大'],,[],['交叉作业各工序之间相互干扰大'],canonical,UnsafeObjectState:canonical:0f39118dd49354f150b0ca89e996fa68,UnsafeObjectState,,交叉作业干扰大,False,交叉作业干扰大,['交叉作业干扰大是事故发生的间接原因之一，增加了施工现场的复杂性和风险。'],['HCA-bc89893adf'],['UnsafeObjectState:0f39118dd49354f150b0ca89e996fa68'],['案例012_事故原因_间接原因'],[]
['加强施工地质工作'],,[],"['进一步加强施工地质工作，搞好地质预报,完善施工安全预案']",canonical,PreventiveMeasure:canonical:adca285bf2b0b9b0d3d91565fd55f3e8,PreventiveMeasure,,加强施工地质工作,False,加强施工地质工作,['加强施工地质工作是事故防范措施之一，旨在提高地质预报和安全预案的完善程度。'],['HCA-bc89893adf'],['PreventiveMeasure:adca285bf2b0b9b0d3d91565fd55f3e8'],['案例012_事故防范措施'],[]
['劳务队伍资质管理不足'],,[],['加强对劳务队伍资质管理和审查工作，认真落实对从业人员的安全教育培训和安全技术交底'],canonical,SafetyManagementDefect:canonical:0d2f241a8058ddfdb23685eb219da960,SafetyManagementDefect,,劳务队伍资质管理不足,False,劳务队伍资质管理不足,['劳务队伍资质管理不足可能导致施工人员安全意识和技能不足，间接影响事故发生。'],['HCA-bc89893adf'],['SafetyManagementDefect:0d2f241a8058ddfdb23685eb219da960'],['案例012_事故防范措施'],[]
['掌子面钻爆打孔作业'],,[],['在对桩号0+247.5~0+246段打完锚杆、支好钢支撑进行二次喷护和0+246掌子面钻爆打孔作业时'],canonical,ConstructionActivity:canonical:d77629ab0f6b20d9ff9b1afeda5c7bb3,ConstructionActivity,,掌子面钻爆打孔作业,False,掌子面钻爆打孔作业,['掌子面钻爆打孔作业是事故发生时正在进行的施工活动，可能对岩石稳定性产生影响。'],['HCA-bc89893adf'],['ConstructionActivity:d77629ab0f6b20d9ff9b1afeda5c7bb3'],['案例012_事故经过'],[]
['高标号抗冲耐磨砼'],,[],['洞身体型复杂，高标号抗冲耐磨砼质量要求高'],canonical,EngineeringObject:canonical:b7955226510980dbe9bbe6a21ca1213d,EngineeringObject,,高标号抗冲耐磨砼,False,高标号抗冲耐磨砼,['高标号抗冲耐磨砼是施工中使用的材料，其质量要求较高，可能增加施工复杂性。'],['HCA-bc89893adf'],['EngineeringObject:b7955226510980dbe9bbe6a21ca1213d'],['案例012_事故原因_间接原因'],[]
['周密制定危石排险方案'],,[],['周密制定危石排险方案，严格组织验收，在确信安全可靠后方可进行作业'],canonical,PreventiveMeasure:canonical:161c25b5ebfa7495df90298d415d65e0,PreventiveMeasure,,周密制定危石排险方案,False,周密制定危石排险方案,['周密制定危石排险方案是事故防范措施之一，旨在确保作业安全。'],['HCA-bc89893adf'],['PreventiveMeasure:161c25b5ebfa7495df90298d415d65e0'],['案例012_事故防范措施'],[]
['施工通道安全防护'],,[],['严格实施作业面的定时交通管理，并加强施工通道的安全防护'],canonical,PreventiveMeasure:canonical:77f2352435d77bdbca1de00afe5d8e51,PreventiveMeasure,,施工通道安全防护,False,施工通道安全防护,['加强施工通道的安全防护是事故防范措施之一，旨在减少施工现场的安全风险。'],['HCA-bc89893adf'],['PreventiveMeasure:77f2352435d77bdbca1de00afe5d8e51'],['案例012_事故防范措施'],[]
['工程监理职责履行不足'],,[],['工程监理单位必须按照《中华人民共和国安全生产法》、《建设工程安全生产管理条例》等法律、法规和标准，严格实施现场监理，认真履行监理职责'],canonical,SafetyManagementDefect:canonical:001eceade909b4a396fd19beb94f078b,SafetyManagementDefect,,工程监理职责履行不足,False,工程监理职责履行不足,['工程监理单位未严格履行监理职责，可能导致施工安全管理不到位。'],['HCA-bc89893adf'],['SafetyManagementDefect:001eceade909b4a396fd19beb94f078b'],['案例012_事故防范措施'],[]
['建设单位安全生产环境保障不足'],,[],['建设单位A要依照《建设工程安全生产管理条例》要求，为施工单位提供良好的建设工程安全生产作业环境，正确处理施工进度和安全生产的关系'],canonical,SafetyManagementDefect:canonical:a3bd5983493ff897719a891d443aaf6c,SafetyManagementDefect,,建设单位安全生产环境保障不足,False,建设单位安全生产环境保障不足,['建设单位未能为施工单位提供良好的安全生产作业环境，可能间接导致事故发生。'],['HCA-bc89893adf'],['SafetyManagementDefect:a3bd5983493ff897719a891d443aaf6c'],['案例012_事故防范措施'],[]
"['围岩稳定性差', '围岩不稳定']",0.0,[],"['施工地段围岩由中厚层砂岩夹薄层泥质粉砂岩组成，岩层面及垂直于层面裂隙发育，相互切割岩体呈次块状或碎裂状，洞身围岩稳定性较差', '放空洞无压段地区属F17和F15断层破碎带，地质条件极差，围岩不稳定。']",canonical,UnsafeObjectState:canonical:277af20fb484b6d459b3183497dbd820,UnsafeObjectState,2,围岩稳定性差,False,围岩稳定性差,"['围岩稳定性差是事故发生前的危险状态，直接导致岩石坍塌并砸垮作业平台。', '原文明确指出围岩不稳定是事故的直接原因，属于物的不安全状态。']","['HCA-bc89893adf', 'HCA-2c629a3f20']","['UnsafeObjectState:277af20fb484b6d459b3183497dbd820', 'UnsafeObjectState:683ab8bd7b4900598e5f6eacdbbf8965']",[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['未落实掌子面岩层卸荷防范措施'],,[],['施工单位对洞挖改造施工过程掌子面岩层卸荷危险性预见不足，从而未落实好相应的防范措施。'],canonical,SafetyManagementDefect:canonical:4f4132eded81131b47b89779e0522faa,SafetyManagementDefect,,未落实掌子面岩层卸荷防范措施,False,未落实掌子面岩层卸荷防范措施,['原文明确指出施工单位未落实掌子面岩层卸荷防范措施，属于专项施工方案或技术措施的缺陷。'],['HCA-bc89893adf'],['SafetyManagementDefect:4f4132eded81131b47b89779e0522faa'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['现场监管责任制落实不足'],,[],['切实加强施工现场的安全管理，落实监管责任制，凡是危险作业必须合理制定安全技术措施，严格审批制度，实施现场监管，落实专人负责。'],canonical,SafetyManagementDefect:canonical:5b1df496aa43f9a8ad51aa91b18da39d,SafetyManagementDefect,,现场监管责任制落实不足,False,现场监管责任制落实不足,['事故防范措施明确提到需加强现场监管和落实监管责任制，表明事故与监督检查不到位存在关联。'],['HCA-bc89893adf'],['SafetyManagementDefect:5b1df496aa43f9a8ad51aa91b18da39d'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['掌子面岩层卸荷危险性预见不足'],,[],['施工单位对洞挖改造施工过程掌子面岩层卸荷危险性预见不足，从而未落实好相应的防范措施。'],canonical,SafetyManagementDefect:canonical:97c49549b996da02fdf6eaa9535d1773,SafetyManagementDefect,,掌子面岩层卸荷危险性预见不足,False,掌子面岩层卸荷危险性预见不足,['事故间接原因明确指出施工单位未充分预见掌子面岩层卸荷危险性，属于隐患排查治理不到位。'],['HCA-bc89893adf'],['SafetyManagementDefect:97c49549b996da02fdf6eaa9535d1773'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['掌子面应力释放导致岩石剥落坍塌'],,[],['扩挖后的掌子面应力释放推动岩石突然剥落坍塌砸垮作业平台'],canonical,AccidentProcess:canonical:36be800d9aac539e0b3ee7f835b4eb49,AccidentProcess,,掌子面应力释放导致岩石剥落坍塌,False,掌子面应力释放导致岩石剥落坍塌,['原文明确描述了掌子面应力释放引发岩石剥落坍塌，形成事故演化过程节点。'],['HCA-bc89893adf'],['AccidentProcess:36be800d9aac539e0b3ee7f835b4eb49'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['边坡坍塌致使人员伤亡事故', '边坡坍塌致使人员伤亡']",,[],[],canonical,AccidentCase:canonical:ca774c960ddc4a1c179fd3a54892d653,AccidentCase,,边坡坍塌致使人员伤亡事故,False,边坡坍塌致使人员伤亡事故,[],['HCA-44c92393a8'],['AccidentCase:HCA-44c92393a8'],[],[]
"['边坡坍塌', '坍塌']",0.0,[],"['坡面突然坍塌，除在1人逃离之外，其余4人被坍塌土体掩埋。', '事故性质：坍塌']",canonical,AccidentType:canonical:89d6956a196ceaa17d024f92d44f5735,AccidentType,2,坍塌,False,坍塌,"['事故类型为边坡坍塌，导致人员伤亡。', '事故性质为坍塌，溜槽坠落属于坍塌事故的一种表现形式。']","['HCA-44c92393a8', 'HCA-f1e03fa981']","['AccidentType:13a4258fbe3d0423565fb6c43400cbf4', 'AccidentType:89d6956a196ceaa17d024f92d44f5735']","['案例013_事故经过', '事故性质']",[]
['黄土覆盖的丘陵区'],,[],['事故发生地点位于河谷区与丘陵区交接处，北侧为黄土覆盖的丘陵区。'],canonical,EnvironmentCondition:canonical:28affe2af0447183bd4dd90f17872465,EnvironmentCondition,,黄土覆盖的丘陵区,False,黄土覆盖的丘陵区,['事故发生地点的地质条件复杂，黄土覆盖的丘陵区是环境因素之一。'],['HCA-44c92393a8'],['EnvironmentCondition:28affe2af0447183bd4dd90f17872465'],['案例013_事故原因_直接原因'],[]
['挡土墙施工方案缺失'],,[],['施工单位A未编制挡土墙施工方案。'],canonical,SafetyManagementDefect:canonical:5a45e667949de2144234bbd19d2fedcf,SafetyManagementDefect,,挡土墙施工方案缺失,False,挡土墙施工方案缺失,['施工单位未编制挡土墙施工方案，导致施工缺乏安全保障。'],['HCA-44c92393a8'],['SafetyManagementDefect:5a45e667949de2144234bbd19d2fedcf'],['案例013_事故原因_间接原因'],[]
['安全生产教育缺失'],,[],['没有对劳务人员进行安全生产教育和安全技术交底。'],canonical,SafetyCultureDefect:canonical:4aa26c50b8d6b85f9284158f9c76266c,SafetyCultureDefect,,安全生产教育缺失,False,安全生产教育缺失,['施工单位未对劳务人员进行安全生产教育和安全技术交底，导致安全意识不足。'],['HCA-44c92393a8'],['SafetyCultureDefect:4aa26c50b8d6b85f9284158f9c76266c'],['案例013_事故原因_间接原因'],[]
['地质灾害危险性评估缺失'],,[],['建设单位在工程建设过程中，未作地质灾害危险性评估。'],canonical,SafetyManagementDefect:canonical:cccffec9e1c8cccbb949af63ca515d04,SafetyManagementDefect,,地质灾害危险性评估缺失,False,地质灾害危险性评估缺失,['建设单位和施工单位未进行地质灾害危险性评估，导致施工风险未被充分识别。'],['HCA-44c92393a8'],['SafetyManagementDefect:cccffec9e1c8cccbb949af63ca515d04'],['案例013_事故原因_间接原因'],[]
['人工开挖山体边坡'],,[],['5名施工人员人工开挖山体边坡毛石挡土墙基槽。'],canonical,ConstructionActivity:canonical:163f23f2bf47ec163ceb4c0cfbb616ef,ConstructionActivity,,人工开挖山体边坡,False,人工开挖山体边坡,['施工人员进行人工开挖山体边坡的作业活动，是事故发生的直接施工行为。'],['HCA-44c92393a8'],['ConstructionActivity:163f23f2bf47ec163ceb4c0cfbb616ef'],['案例013_事故经过'],[]
